4315,氦燃料块蓝图,Helium Fuel Block Blueprint,
4316,氢燃料块蓝图,Hydrogen Fuel Block Blueprint,
4321,研究摘要：蓝图计划,Research Abstract: Project Blueprint,
4370,小型锁定增效器蓝图 I,Small Targeting Amplifier I Blueprint,
4384,大型微型跳跃引擎蓝图,Large Micro Jump Drive Blueprint,
4387,大型机动跳跃扰断器蓝图 I,Mobile Large Jump Disruptor I Blueprint,
4392,大型辅助护盾回充增量器蓝图,Large Ancillary Shield Booster Blueprint,
4394,无人机伤害增效装置蓝图 I,Drone Damage Amplifier I Blueprint,
4396,中型处理器超频组件蓝图 I,Medium Processor Overclocking Unit I Blueprint,
4398,大型处理器超频组件蓝图 I,Large Processor Overclocking Unit I Blueprint,
4404,反应式装甲增强器蓝图,Reactive Armor Hardener Blueprint,
4408,护盾回充增量器燃料分配脚本蓝图,Shield Booster Fuel Allocation Script Blueprint,
4410,目标锁定光谱扰断装置蓝图,Target Spectrum Breaker Blueprint,
9945,磁性力场稳定器蓝图 I,Magnetic Field Stabilizer I Blueprint,
10040,民用护盾回充增量器蓝图,Civilian Shield Booster Blueprint,
10630,火箭发射器蓝图 I,Rocket Launcher I Blueprint,
10643,导弹反制发射器蓝图 I,Countermeasure Launcher I Blueprint,
10679,125mm磁轨炮蓝图 I,125mm Railgun I Blueprint,
10837,中型护盾回充增量器蓝图 I,Medium Shield Booster I Blueprint,
10839,大型护盾回充增量器蓝图 I,Large Shield Booster I Blueprint,
10841,巨型护盾回充增量器蓝图 I,X-Large Shield Booster I Blueprint,
11130,盖伦特穿梭机蓝图,Gallente Shuttle Blueprint,
11133,米玛塔尔穿梭机蓝图,Minmatar Shuttle Blueprint,
11135,艾玛穿梭机蓝图,Amarr Shuttle Blueprint,
11216,基础型电压式电磁薄膜蓝图,Basic Energized EM Membrane Blueprint,
11218,电压式电磁薄膜蓝图 I,Energized EM Membrane I Blueprint,
11226,基础型电压式爆炸薄膜蓝图,Basic Energized Explosive Membrane Blueprint,
11228,电压式爆炸薄膜蓝图 I,Energized Explosive Membrane I Blueprint,
11236,基础型电压式装甲覆层薄膜蓝图,Basic Energized Armor Layering Membrane Blueprint,
11238,电压式装甲覆层薄膜蓝图 I,Energized Armor Layering Membrane I Blueprint,
11246,基础型电压式动能薄膜蓝图,Basic Energized Kinetic Membrane Blueprint,
11248,电压式动能薄膜蓝图 I,Energized Kinetic Membrane I Blueprint,
11256,基础型电压式热能薄膜蓝图,Basic Energized Thermal Membrane Blueprint,
11258,电压式热能薄膜蓝图 I,Energized Thermal Membrane I Blueprint,
11266,基础型电压式适应性纳米薄膜蓝图,Basic Energized Adaptive Nano Membrane Blueprint,
11268,电压式适应性纳米薄膜蓝图 I,Energized Adaptive Nano Membrane I Blueprint,
11278,装甲热能增强器蓝图 I,Armor Thermal Hardener I Blueprint,
11280,1600mm钢附甲板蓝图 I,1600mm Steel Plates I Blueprint,
11284,高速电容注电器装料—150蓝图,Cap Booster 150 Blueprint,
11286,高速电容注电器装料—200蓝图,Cap Booster 200 Blueprint,
11288,高速电容注电器装料—400蓝图,Cap Booster 400 Blueprint,
11290,高速电容注电器装料—800蓝图,Cap Booster 800 Blueprint,
11292,50mm钢附甲板蓝图 I,50mm Steel Plates I Blueprint,
11294,100mm钢附甲板蓝图 I,100mm Steel Plates I Blueprint,
11296,200mm钢附甲板蓝图 I,200mm Steel Plates I Blueprint,
11298,400mm钢附甲板蓝图 I,400mm Steel Plates I Blueprint,
11300,800mm钢附甲板蓝图 I,800mm Steel Plates I Blueprint,
11302,装甲电磁增强器蓝图 I,Armor EM Hardener I Blueprint,
11304,装甲爆炸增强器蓝图 I,Armor Explosive Hardener I Blueprint,
11306,装甲动能增强器蓝图 I,Armor Kinetic Hardener I Blueprint,
11356,小型远程装甲维修器蓝图 I,Small Remote Armor Repairer I Blueprint,
11358,中型远程装甲维修器蓝图 I,Medium Remote Armor Repairer I Blueprint,
11360,大型远程装甲维修器蓝图 I,Large Remote Armor Repairer I Blueprint,
11562,护盾回充增量增效器蓝图 I,Shield Boost Amplifier I Blueprint,
11564,微型辅助能源核心蓝图 I,Micro Auxiliary Power Core I Blueprint,
11568,神使级蓝图,Avatar Blueprint,
11612,散热槽蓝图 I,Heat Sink I Blueprint,
11613,跃迁核心稳定器蓝图 I,Warp Core Stabilizer I Blueprint,
11614,索敌扰断器蓝图 I,Tracking Disruptor I Blueprint,
11616,索敌增强器蓝图 I,Tracking Enhancer I Blueprint,
11617,远距索敌计算机蓝图 I,Remote Tracking Computer I Blueprint,
11619,协处理器蓝图 I,Co-Processor I Blueprint,
11620,感应增强器蓝图 I,Sensor Booster I Blueprint,
11621,索敌计算机蓝图 I,Tracking Computer I Blueprint,
11622,引力ECCM发生器蓝图 I,ECCM - Gravimetric I Blueprint,
11623,光雷达ECCM发生器蓝图 I,ECCM - Ladar I Blueprint,
11624,磁力ECCM发生器蓝图 I,ECCM - Magnetometric I Blueprint,
11625,雷达ECCM发生器蓝图 I,ECCM - Radar I Blueprint,
11626,全效ECCM发生器蓝图 I,ECCM - Omni I Blueprint,
11628,磁力ECM蓝图 I,Magnetometric ECM I Blueprint,
11629,多谱式ECM蓝图 I,Multispectral ECM I Blueprint,
11630,光雷达ECM蓝图 I,Ladar ECM I Blueprint,
11631,引力ECM蓝图 I,Gravimetric ECM I Blueprint,
11632,雷达ECM蓝图 I,Radar ECM I Blueprint,
11634,信号放大器蓝图 I,Signal Amplifier I Blueprint,
11770,ECCM投射器蓝图 I,ECCM Projector I Blueprint,
11798,远程感应增强器蓝图 I,Remote Sensor Booster I Blueprint,
11803,远程感应抑阻器蓝图 I,Remote Sensor Dampener I Blueprint,
11820,引力感应器支援阵列蓝图 I,Gravimetric Backup Array I Blueprint,
11824,光雷达支援阵列蓝图 I,Ladar Backup Array I Blueprint,
11828,磁力感应器支援阵列蓝图 I,Magnetometric Backup Array I Blueprint,
11832,多谱感应器支援阵列蓝图 I,Multi Sensor Backup Array I Blueprint,
11836,雷达感应器支援阵列蓝图 I,RADAR Backup Array I Blueprint,
11857,莱登船业-R.Db蓝图,R.Db - Roden Shipyards Blueprint,
11859,R.A.M. - 能源科技蓝图,R.A.M.- Energy Tech Blueprint,
11860,R.A.M. - 控制模块蓝图,R.A.M.- Cybernetics Blueprint,
11861,R.A.M. - 平台科技蓝图,R.A.M.- Platform Tech Blueprint,
11862,LXD-27黑客平台蓝图,Hacker Deck - LXD-27 Blueprint,
11863,抄本黑客平台蓝图,Hacker Deck - Codex Blueprint,
11864,赫耳墨斯黑客平台蓝图,Hacker Deck - Hermes Blueprint,
11865,萨满黑客平台蓝图,Hacker Deck - Shaman Blueprint,
11866,超链接上行线蓝图,Hyper Net Uplink Blueprint,
11867,R.A.M. - 战列舰科技蓝图,R.A.M.- Battleship Tech Blueprint,
11868,R.A.M. - 巡洋舰科技蓝图,R.A.M.- Cruiser Tech Blueprint,
11869,R.A.M. - 工业舰科技蓝图,R.A.M.- Industrial Tech Blueprint,
11870,R.A.M. - 电子元件蓝图,R.A.M.- Electronics Blueprint,
11871,地球分子序列蓝图,Terran Molecular Sequencer Blueprint,
11872,R.A.M. - 弹药科技蓝图,R.A.M.- Ammunition Tech Blueprint,
11873,R.A.M. - 装甲/船体科技蓝图,R.A.M.- Armor/Hull Tech Blueprint,
11874,R.A.M. - 超网络科技蓝图,R.A.M.- Hypernet Tech Blueprint,
11876,无限创造-R.Db蓝图,R.Db - Boundless Creations Blueprint,
11877,核心局面-R.Db蓝图,R.Db - Core Complexion Blueprint,
11878,西顿-R.Db蓝图,R.Db - CreoDron Blueprint,
11879,度沃勒实验室-R.Db蓝图,R.Db - Duvolle Labs Blueprint,
11880,天主凝聚会-R.Db蓝图,R.Db - Carthum Conglomerate Blueprint,
11881,卡拉吉塔数据库-R.Db蓝图,R.Db - Kaalakiota Blueprint,
11882,卡尼迪创新-R.Db蓝图,R.Db - Khanid Innovation Blueprint,
11883,图克尔混合企业-R.Db蓝图,R.Db - Thukker Mix Blueprint,
11884,维鲜集团-R.Db蓝图,R.Db - Viziam Blueprint,
11885,异株湖数据库-R.Db蓝图,R.Db - Ishukone Blueprint,
11886,莱戴-R.Db蓝图,R.Db - Lai Dai Blueprint,
11887,R.A.M. - 机器人技术蓝图,R.A.M.- Robotics Blueprint,
11888,R.A.M. - 制药蓝图,R.A.M.- Pharmaceuticals Blueprint,
11889,R.A.M. - 护盾科技蓝图,R.A.M.- Shield Tech Blueprint,
11890,R.A.M. - 星舰科技蓝图,R.A.M.- Starship Tech Blueprint,
11891,R.A.M. - 武器科技蓝图,R.A.M.- Weapon Tech Blueprint,
11892,阿尔法黑客平台蓝图,Hacker Deck - Alpha Blueprint,
12053,50MN微型跃迁推进器蓝图 I,50MN Microwarpdrive I Blueprint,
12055,500MN微型跃迁推进器蓝图 I,500MN Microwarpdrive I Blueprint,
12057,10MN加力燃烧器蓝图 I,10MN Afterburner I Blueprint,
12067,100MN加力燃烧器蓝图 I,100MN Afterburner I Blueprint,
12109,深层地核采矿激光器蓝图 I,Deep Core Mining Laser I Blueprint,
12218,中型远程电容传输装置蓝图 I,Medium Remote Capacitor Transmitter I Blueprint,
12220,旗舰级远程电容传输装置蓝图 I,Capital Remote Capacitor Transmitter I Blueprint,
12226,大型远程电容传输装置蓝图 I,Large Remote Capacitor Transmitter I Blueprint,
12258,中型掠能器蓝图 I,Medium Energy Nosferatu I Blueprint,
12262,重型掠能器蓝图 I,Heavy Energy Nosferatu I Blueprint,
12266,中型能量中和器蓝图 I,Medium Energy Neutralizer I Blueprint,
12270,重型能量中和器蓝图 I,Heavy Energy Neutralizer I Blueprint,
12275,弹道控制系统蓝图 I,Ballistic Control System I Blueprint,
12297,小型机动跃迁扰断器蓝图 I,Mobile Small Warp Disruptor I Blueprint,
12300,中型机动跃迁扰断器蓝图 I,Mobile Medium Warp Disruptor I Blueprint,
12301,大型机动跃迁扰断器蓝图 I,Mobile Large Warp Disruptor I Blueprint,
12345,200mm磁轨炮蓝图 I,200mm Railgun I Blueprint,
12355,350mm磁轨炮蓝图 I,350mm Railgun I Blueprint,
12710,目标标记装置蓝图 I,Target Painter I Blueprint,
12712,小型反侦测系统蓝图 I,Small Active Stealth System I Blueprint,
12714,中型反侦测系统蓝图 I,Medium Active Stealth System I Blueprint,
12716,大型反侦测系统蓝图 I,Large Active Stealth System I Blueprint,
12718,巨型反侦测系统蓝图 I,Huge Active Stealth System I Blueprint,
13000,尖端型隐形装置蓝图 I,Prototype Cloaking Device I Blueprint,
13321,巡航导弹发射器蓝图 I,Cruise Missile Launcher I Blueprint,
15509,金星蓝图 I,Vespa I Blueprint,
15511,瓦尔基里蓝图 I,Valkyrie I Blueprint,
16228,猛鲑级蓝图,Ferox Blueprint,
16230,布鲁提克斯级蓝图,Brutix Blueprint,
16232,飓风级蓝图,Cyclone Blueprint,
16234,先知级蓝图,Prophecy Blueprint,
16237,强制者级蓝图,Coercer Blueprint,
16239,海燕级蓝图,Cormorant Blueprint,
16241,促进级蓝图,Catalyst Blueprint,
16243,长尾鲛级蓝图,Thrasher Blueprint,
16279,冰矿采集器蓝图 I,Ice Harvester I Blueprint,
17322,热核反应击发装置蓝图,Thermonuclear Trigger Unit Blueprint,
17323,碳化晶体附甲蓝图,Crystalline Carbonide Armor Plate Blueprint,
17324,等离子推进器蓝图,Plasma Thruster Blueprint,
17325,纳米机械微处理器蓝图,Nanomechanical Microprocessor Blueprint,
17326,核脉冲发生器蓝图,Nuclear Pulse Generator Blueprint,
17327,标量电容器单元蓝图,Scalar Capacitor Unit Blueprint,
17328,迪波特钛合金附甲蓝图,Titanium Diborite Armor Plate Blueprint,
17329,离子推进器蓝图,Ion Thruster Blueprint,
17330,纳米电子微处理器蓝图,Nanoelectrical Microprocessor Blueprint,
17331,聚变反应堆机组蓝图,Fusion Reactor Unit Blueprint,
17332,引力子脉冲发生器蓝图,Graviton Pulse Generator Blueprint,
17333,光雷达感应器组蓝图,Ladar Sensor Cluster Blueprint,
17334,超立方电容器单元蓝图,Tesseract Capacitor Unit Blueprint,
17335,电磁发生器蓝图,EM Pulse Generator Blueprint,
17336,雷达感应器组蓝图,Radar Sensor Cluster Blueprint,
17337,震荡电容器单元蓝图,Oscillator Capacitor Unit Blueprint,
17338,反物质反应堆组件蓝图,Antimatter Reactor Unit Blueprint,
17339,等离子脉冲发生器蓝图,Plasma Pulse Generator Blueprint,
17340,引力感应器组蓝图,Gravimetric Sensor Cluster Blueprint,
17341,脉冲护盾发射器蓝图,Pulse Shield Emitter Blueprint,
17342,核反应堆机组蓝图,Nuclear Reactor Unit Blueprint,
17344,粒子加速装置蓝图,Particle Accelerator Unit Blueprint,
17345,磁力感应器组蓝图,Magnetometric Sensor Cluster Blueprint,
17346,偏阻护盾发射器蓝图,Deflection Shield Emitter Blueprint,
17347,电解电容器单元蓝图,Electrolytic Capacitor Unit Blueprint,
17348,激光器定焦水晶蓝图,Laser Focusing Crystals Blueprint,
17349,聚变推进器蓝图,Fusion Thruster Blueprint,
17350,碳化钨附甲蓝图,Tungsten Carbide Armor Plate Blueprint,
17351,量子微处理器蓝图,Quantum Microprocessor Blueprint,
17352,恒定护盾发射器蓝图,Sustained Shield Emitter Blueprint,
17353,引力子反应器机组蓝图,Graviton Reactor Unit Blueprint,
17354,超导体轨道蓝图,Superconductor Rails Blueprint,
17355,碳化菲尔金属合成物附甲蓝图,Fernite Carbide Composite Armor Plate Blueprint,
17356,磁脉冲推进器蓝图,Magpulse Thruster Blueprint,
17357,光子微处理器蓝图,Photon Microprocessor Blueprint,
17359,线性护盾能量发射器蓝图,Linear Shield Emitter Blueprint,
17477,妄想级蓝图,Covetor Blueprint,
17479,回旋者级蓝图,Retriever Blueprint,
17481,猎获级蓝图,Procurer Blueprint,
17483,露天采矿器蓝图 I,Strip Miner I Blueprint,
17649,反物质轨道弹蓝图 XL,Antimatter Charge XL Blueprint,
17651,铱质轨道弹蓝图 XL,Iridium Charge XL Blueprint,
17653,铁质轨道弹蓝图 XL,Iron Charge XL Blueprint,
17655,铅质轨道弹蓝图 XL,Lead Charge XL Blueprint,
17657,锰质轨道弹蓝图 XL,Plutonium Charge XL Blueprint,
17659,钍质轨道弹蓝图 XL,Thorium Charge XL Blueprint,
17661,钨质轨道弹蓝图 XL,Tungsten Charge XL Blueprint,
17663,钼质轨道弹蓝图 XL,Uranium Charge XL Blueprint,
17665,碳铅弹蓝图 XL,Carbonized Lead XL Blueprint,
17667,硬钼弹蓝图 XL,Depleted Uranium XL Blueprint,
17669,电磁脉冲弹蓝图 XL,EMP XL Blueprint,
17671,聚变弹蓝图 XL,Fusion XL Blueprint,
17673,核芯弹蓝图 XL,Nuclear XL Blueprint,
17675,定相等离子弹蓝图 XL,Phased Plasma XL Blueprint,
17677,质子弹蓝图 XL,Proton XL Blueprint,
17679,钛合金萨博弹蓝图 XL,Titanium Sabot XL Blueprint,
17681,伽玛晶体蓝图 XL,Gamma XL Blueprint,
17683,红外晶体蓝图 XL,Infrared XL Blueprint,
17685,微波晶体蓝图 XL,Microwave XL Blueprint,
17687,多频晶体蓝图 XL,Multifrequency XL Blueprint,
17689,射频晶体蓝图 XL,Radio XL Blueprint,
17691,标准晶体蓝图 XL,Standard XL Blueprint,
17693,紫外晶体蓝图 XL,Ultraviolet XL Blueprint,
17695,X射线晶体蓝图 XL,Xray XL Blueprint,
17706,卡尼迪海军护卫舰蓝图,Khanid Navy Frigate Blueprint,
17708,莫德团护卫舰蓝图,Mordus Frigate Blueprint,
17858,雷神超大型鱼雷蓝图,Mjolnir XL Torpedo Blueprint,
17860,鞭挞超大型鱼雷蓝图,Scourge XL Torpedo Blueprint,
17862,炼狱超大型鱼雷蓝图,Inferno XL Torpedo Blueprint,
17864,星爆超大型鱼雷蓝图,Nova XL Torpedo Blueprint,
17874,星系扫描仪蓝图 I,System Scanner I Blueprint,
17885,侦查星系扫描仪蓝图,Recon System Scanner Blueprint,
17939,核心探针发射器蓝图 I,Core Probe Launcher I Blueprint,
18037,艾克诺岩采集晶体蓝图 I,Arkonor Mining Crystal I Blueprint,
18039,双多特石采集晶体蓝图 I,Bistot Mining Crystal I Blueprint,
18041,克洛基石采集晶体蓝图 I,Crokite Mining Crystal I Blueprint,
18043,黑赭石采集晶体蓝图 I,Dark Ochre Mining Crystal I Blueprint,
18045,片麻岩采集晶体蓝图 I,Gneiss Mining Crystal I Blueprint,
18047,同位原矿采集晶体蓝图 I,Hedbergite Mining Crystal I Blueprint,
18049,希莫非特采集晶体蓝图 I,Hemorphite Mining Crystal I Blueprint,
18051,杰斯贝采集晶体蓝图 I,Jaspet Mining Crystal I Blueprint,
18053,水硼砂矿采集晶体蓝图 I,Kernite Mining Crystal I Blueprint,
18055,基腹断岩采集晶体蓝图 I,Mercoxit Mining Crystal I Blueprint,
18057,奥贝尔石采集晶体蓝图 I,Omber Mining Crystal I Blueprint,
18059,斜长岩采集晶体蓝图 I,Plagioclase Mining Crystal I Blueprint,
18061,干焦岩采集晶体蓝图 I,Pyroxeres Mining Crystal I Blueprint,
18063,灼烧岩采集晶体蓝图 I,Scordite Mining Crystal I Blueprint,
18065,灰岩采集晶体蓝图 I,Spodumain Mining Crystal I Blueprint,
18067,凡晶石采集晶体蓝图 I,Veldspar Mining Crystal I Blueprint,
18640,延伸探针发射器蓝图 I,Expanded Probe Launcher I Blueprint,
19721,神示级蓝图,Revelation Blueprint,
19723,纳迦法级蓝图,Naglfar Blueprint,
19725,莫洛级蓝图,Moros Blueprint,
19727,凤凰级蓝图,Phoenix Blueprint,
19745,魔符级蓝图,Sigil Blueprint,
19809,武器半自导设备蓝图,Partial Weapon Navigation Blueprint,
20108,金质雕塑蓝图,Gold Sculpture Blueprint,
20184,普罗维登斯级蓝图,Providence Blueprint,
20186,渡神级蓝图,Charon Blueprint,
20188,方尖塔级蓝图,Obelisk Blueprint,
20190,芬利厄级蓝图,Fenrir Blueprint,
20281,会战装备蓝图 I,Siege Module I Blueprint,
20368,走私船的伪装系统蓝图 I,Smugglers Mask I Blueprint,
20445,双联千兆级脉冲激光器蓝图 I,Dual Giga Pulse Laser I Blueprint,
20447,双联千兆级集束激光器蓝图 I,Dual Giga Beam Laser I Blueprint,
20449,双联1000mm磁轨炮蓝图 I,Dual 1000mm Railgun I Blueprint,
20451,离子会战疾速炮蓝图 I,Ion Siege Blaster I Blueprint,
20453,六联2500mm频射加农炮蓝图 I,Hexa 2500mm Repeating Cannon I Blueprint,
20455,四联3500mm会战型火炮蓝图 I,Quad 3500mm Siege Artillery I Blueprint,
20540,超大型鱼雷发射器蓝图 I,XL Torpedo Launcher I Blueprint,
20702,旗舰级装甲维修器蓝图 I,Capital Armor Repairer I Blueprint,
20704,旗舰级护盾回充增量器蓝图 I,Capital Shield Booster I Blueprint,
21010,旗舰推进引擎蓝图,Capital Propulsion Engine Blueprint,
21012,旗舰炮台挂点蓝图,Capital Turret Hardpoint Blueprint,
21014,旗舰感应器组蓝图,Capital Sensor Cluster Blueprint,
21018,旗舰附甲蓝图,Capital Armor Plates Blueprint,
21020,旗舰电容器电池蓝图,Capital Capacitor Battery Blueprint,
21022,旗舰发电机组蓝图,Capital Power Generator Blueprint,
21024,旗舰护盾发射器蓝图,Capital Shield Emitter Blueprint,
21026,旗舰跳跃引擎蓝图,Capital Jump Drive Blueprint,
21028,旗舰货柜舱蓝图,Capital Cargo Bay Blueprint,
21030,旗舰无人机挂舱蓝图,Capital Drone Bay Blueprint,
21036,旗舰计算机系统蓝图,Capital Computer System Blueprint,
21038,旗舰建设构件蓝图,Capital Construction Parts Blueprint,
21040,旗舰会战能源阵列蓝图,Capital Siege Array Blueprint,
21042,旗舰发射器安装座蓝图,Capital Launcher Hardpoint Blueprint,
21055,粗糙的雕刻蓝图,Crude Sculpture Blueprint,
21095,诱导力场蓝图 I,Cynosural Field I Blueprint,
21604,诱导力场发生器蓝图 I,Cynosural Field Generator I Blueprint,
21854,民用装甲维修器蓝图,Civilian Armor Repairer Blueprint,
21868,星爆重型攻击导弹蓝图,Nova Heavy Assault Missile Blueprint,
21943,艾玛工厂空间站平台蓝图,Amarr Factory Outpost Platform Blueprint,
21944,加达里研究哨站平台蓝图,Caldari Research Outpost Platform Blueprint,
21945,盖伦特行政空间站平台蓝图,Gallente Administrative Outpost Platform Blueprint,
21946,米玛塔尔服务空间站平台蓝图,Minmatar Service Outpost Platform Blueprint,
21948,建筑建造组件蓝图,Structure Construction Parts Blueprint,
21950,建筑机库阵列蓝图,Structure Hangar Array Blueprint,
21952,建筑贮藏舱蓝图,Structure Storage Bay Blueprint,
21954,建筑实验室蓝图,Structure Laboratory Blueprint,
21956,建筑工厂蓝图,Structure Factory Blueprint,
21958,建筑维修设施蓝图,Structure Repair Facility Blueprint,
21960,建筑提炼工厂蓝图,Structure Reprocessing Plant Blueprint,
21962,建筑停泊港蓝图,Structure Docking Bay Blueprint,
21964,建筑市场网络蓝图,Structure Market Network Blueprint,
21966,建筑医疗中心蓝图,Structure Medical Center Blueprint,
21968,建筑办公室中心蓝图,Structure Office Center Blueprint,
21970,建筑任务网络蓝图,Structure Mission Network Blueprint,
22176,数据分析仪蓝图 I,Data Analyzer I Blueprint,
22178,遗迹分析仪蓝图 I,Relic Analyzer I Blueprint,
22299,装甲作战网络—损伤控制蓝图,Armored Warfare Link - Damage Control I Blueprint,
22300,装甲作战网络—被动防护蓝图,Armored Warfare Link - Passive Defense I Blueprint,
22301,装甲作战网络—快速修理蓝图,Armored Warfare Link - Rapid Repair I Blueprint,
22302,指挥处理器蓝图 I,Command Processor I Blueprint,
22303,信息作战网络—电子优势蓝图,Information Warfare Link - Electronic Superiority I Blueprint,
22304,信息作战网络—侦查行动蓝图,Information Warfare Link - Recon Operation I Blueprint,
22305,信息作战网络—感应器可靠性蓝图,Information Warfare Link - Sensor Integrity I Blueprint,
22306,会战作战网络—护盾协调蓝图,Siege Warfare Link - Shield Harmonizing I Blueprint,
22307,会战作战网络—激活能量盾蓝图,Siege Warfare Link - Active Shielding I Blueprint,
22308,会战作战网络—护盾效率蓝图,Siege Warfare Link - Shield Efficiency I Blueprint,
22309,游击作战网络—规避机动蓝图,Skirmish Warfare Link - Evasive Maneuvers I Blueprint,
22310,游击作战网络—阻断机动蓝图,Skirmish Warfare Link - Interdiction Maneuvers I Blueprint,
22311,游击作战网络—快速机动蓝图,Skirmish Warfare Link - Rapid Deployment I Blueprint,
22326,守护者数据分析仪蓝图 I,'Daemon' Data Analyzer I Blueprint,
22328,法典数据分析仪蓝图 I,'Codex' Data Analyzer I Blueprint,
22330,阿尔法数据分析仪蓝图 I,'Alpha' Data Analyzer I Blueprint,
22332,圣契数据分析仪蓝图 I,'Libram' Data Analyzer I Blueprint,
22477,跃迁阻止器蓝图 I,Warp Prohibitor I Blueprint,
22543,采矿激光器提升器蓝图 I,Mining Laser Upgrade I Blueprint,
22554,开采先锋—采集器电容能效蓝图,Mining Foreman Link - Harvester Capacitor Efficiency I Blueprint,
22556,开采先锋—采矿激光器力场增强蓝图,Mining Foreman Link - Mining Laser Field Enhancement I Blueprint,
22558,开采先锋—激光优化设备蓝图,Mining Foreman Link - Laser Optimization I Blueprint,
22573,执政官EV-900蓝图,Praetor EV-900 Blueprint,
22577,冰矿采集能力提升器蓝图 I,Ice Harvester Upgrade I Blueprint,
22766,重型护盾维护机器人蓝图 I,Heavy Shield Maintenance Bot I Blueprint,
22779,跃迁干扰探针蓝图,Warp Disrupt Probe Blueprint,
22781,乌弩舰载机蓝图,Fighter Uno Blueprint,
22783,拦截泡发射器蓝图 I,Interdiction Sphere Launcher I Blueprint,
22853,冥府级蓝图,Hel Blueprint,
22886,反侦测系统蓝图 I,Stealth System I Blueprint,
22922,栖息采矿器蓝图 I,'Habitat' Miner I Blueprint,
22924,野性采矿器蓝图 I,'Wild' Miner I Blueprint,
23056,圣殿骑士蓝图 I,Templar I Blueprint,
23058,蜻蜓蓝图 I,Dragonfly I Blueprint,
23060,掷矛手蓝图 I,Firbolg I Blueprint,
23062,因赫吉蓝图 I,Einherji I Blueprint,
23474,胡蜂EC-900蓝图,Wasp EC-900 Blueprint,
23507,蛮妖SD-900蓝图,Ogre SD-900 Blueprint,
23511,执政官TD-900蓝图,Praetor TD-900 Blueprint,
23513,狂战士TP-900蓝图,Berserker TP-900 Blueprint,
23524,重型装甲维护机器人蓝图 I,Heavy Armor Maintenance Bot I Blueprint,
23526,监护官蓝图 I,Curator I Blueprint,
23528,无人机链接增效器蓝图 I,Drone Link Augmentor I Blueprint,
23534,全方位索敌连接蓝图 I,Omnidirectional Tracking Link I Blueprint,
23537,狂战士SW-900蓝图,Berserker SW-900 Blueprint,
23560,典狱官蓝图 I,Warden I Blueprint,
23562,卫兵蓝图 I,Garde I Blueprint,
23564,保镖蓝图 I,Bouncer I Blueprint,
23660,侍僧EV-300蓝图,Acolyte EV-300 Blueprint,
23703,渗透者EV-600蓝图,Infiltrator EV-600 Blueprint,
23706,金星EC-600蓝图,Vespa EC-600 Blueprint,
23708,大黄蜂EC-300蓝图,Hornet EC-300 Blueprint,
23710,中型装甲维护机器人蓝图 I,Medium Armor Maintenance Bot I Blueprint,
23712,轻型装甲维护机器人蓝图 I,Light Armor Maintenance Bot I Blueprint,
23714,战锤SD-600蓝图,Hammerhead SD-600 Blueprint,
23716,地精灵SD-300蓝图,Hobgoblin SD-300 Blueprint,
23718,中型护盾维护机器人蓝图 I,Medium Shield Maintenance Bot I Blueprint,
23720,轻型护盾维护机器人蓝图 I,Light Shield Maintenance Bot I Blueprint,
23722,瓦尔基里TP-600蓝图,Valkyrie TP-600 Blueprint,
23724,武士TP-300蓝图,Warrior TP-300 Blueprint,
23726,渗透者TD-600蓝图,Infiltrator TD-600 Blueprint,
23728,侍僧TD-300蓝图,Acolyte TD-300 Blueprint,
23730,瓦尔基里SW-600蓝图,Valkyrie SW-600 Blueprint,
23732,武士SW-300蓝图,Warrior SW-300 Blueprint,
23736,克隆舱蓝图 I,Clone Vat Bay I Blueprint,
23758,执政官级蓝图,Archon Blueprint,
23760,FA-14圣殿骑士蓝图,FA-14 Templar Blueprint,
23774,拉格纳洛克级蓝图,Ragnarok Blueprint,
23888,梅多尔斯加强解码器蓝图,Methros Enhanced Decoding Device Blueprint,
23912,绝念级蓝图,Thanatos Blueprint,
23914,夜神级蓝图,Nyx Blueprint,
23916,奇美拉级蓝图,Chimera Blueprint,
23918,飞龙级蓝图,Wyvern Blueprint,
23920,万古级蓝图,Aeon Blueprint,
23954,跳跃通道发生器蓝图 I,Jump Portal Generator I Blueprint,
24284,铁骑舰载机辅助单元蓝图 I,Fighter Support Unit I Blueprint,
24349,小型牵引光束器蓝图 I,Small Tractor Beam I Blueprint,
24396,无人机导航电脑蓝图 I,Drone Navigation Computer I Blueprint,
24469,R.A.M. - 战列巡洋舰科技蓝图,R.A.M.- Battlecruiser Tech Blueprint,
24484,尼铎格尔级蓝图,Nidhoggur Blueprint,
24546,旗舰跳跃桥接阵列蓝图,Capital Jump Bridge Array Blueprint,
24548,旗舰克隆舱蓝图,Capital Clone Vat Bay Blueprint,
24549,'赫姆达洱之咆哮'爆炸末日武器蓝图,'Gjallarhorn' Explosive Doomsday Blueprint,
24551,'审判之日'电磁末日武器蓝图,'Judgment' Electromagnetic Doomsday Blueprint,
24553,'湮没之圣光'动能末日武器蓝图,'Oblivion' Kinetic Doomsday Blueprint,
24555,'极光之仪'热能末日武器蓝图,'Aurora Ominae' Thermal Doomsday Blueprint,
24557,旗舰末日武器安装位蓝图,Capital Doomsday Weapon Mount Blueprint,
24559,旗舰船只维护舱蓝图,Capital Ship Maintenance Bay Blueprint,
24561,旗舰联合机库舱蓝图,Capital Corporate Hangar Bay Blueprint,
