id,basePrice,graphicID,groupID,iconID,marketGroupID,metaGroupID,cn_name,en_name,volume
3181,200000.0,,746,2224,1493,,载诺 快照 巡航导弹 CM-602,Zainou 'Snapshot' Cruise Missiles CM-602,1.0
3182,200000.0,,746,2224,1493,,载诺 快照 巡航导弹 CM-604,Zainou 'Snapshot' Cruise Missiles CM-604,1.0
3183,200000.0,,746,2224,1493,,载诺 快照 巡航导弹 CM-606,Zainou 'Snapshot' Cruise Missiles CM-606,1.0
3184,2500000.0,,257,33,377,,外空联合矿业工业舰操作,ORE Industrial,0.01
3185,,,742,2224,1500,,埃菲尔公司 神枪手 中型射弹炮台 MP-802,Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-802,1.0
3186,1446592.0,11227,74,365,563,2,中子疾速加农炮 II,Neutron Blaster Cannon II,20.0
3187,1.0E10,,154,365,,2,中子疾速加农炮蓝图 II,Neutron Blaster Cannon II Blueprint,0.01
3188,,,742,2224,1500,,埃菲尔公司 神枪手 中型射弹炮台 MP-804,Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-804,1.0
3189,,,742,2224,1500,,埃菲尔公司 神枪手 中型射弹炮台 MP-806,Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-806,1.0
3190,200000.0,,742,2224,1499,,埃菲尔公司 神枪手 航迹预算 MR-702,Eifyr and Co. 'Gunslinger' Motion Prediction MR-702,1.0
3191,200000.0,,742,2224,1499,,埃菲尔公司 神枪手 航迹预算 MR-704,Eifyr and Co. 'Gunslinger' Motion Prediction MR-704,1.0
3192,200000.0,,742,2224,1499,,埃菲尔公司 神枪手 航迹预算 MR-706,Eifyr and Co. 'Gunslinger' Motion Prediction MR-706,1.0
3193,200000.0,,742,2224,1501,,埃菲尔公司 神枪手 外科打击 SS-902,Eifyr and Co. 'Gunslinger' Surgical Strike SS-902,1.0
3194,200000.0,,742,2224,1501,,埃菲尔公司 神枪手 外科打击 SS-904,Eifyr and Co. 'Gunslinger' Surgical Strike SS-904,1.0
3195,200000.0,,742,2224,1501,,埃菲尔公司 神枪手 外科打击 SS-906,Eifyr and Co. 'Gunslinger' Surgical Strike SS-906,1.0
3196,200000.0,,742,2224,1502,,埃菲尔公司 神枪手 大型射弹炮台 LP-1002,Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1002,1.0
3197,200000.0,,742,2224,1502,,埃菲尔公司 神枪手 大型射弹炮台 LP-1004,Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1004,1.0
3198,200000.0,,742,2224,1502,,埃菲尔公司 神枪手 大型射弹炮台 LP-1006,Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1006,1.0
3199,200000.0,,742,2224,1498,,埃菲尔公司 神枪手 小型射弹炮台 SP-602,Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-602,1.0
3200,200000.0,,742,2224,1498,,埃菲尔公司 神枪手 小型射弹炮台 SP-604,Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-604,1.0
3201,200000.0,,742,2224,1498,,埃菲尔公司 神枪手 小型射弹炮台 SP-606,Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-606,1.0
3202,200000.0,,742,2224,1498,,天赋植体 枪骑兵 小型能量炮台 SE-602,Inherent Implants 'Lancer' Small Energy Turret SE-602,1.0
3203,200000.0,,742,2224,1499,,天赋植体 枪骑兵 受控点射 CB-702,Inherent Implants 'Lancer' Controlled Bursts CB-702,1.0
3204,200000.0,,742,2224,1501,,天赋植体 枪骑兵 射击学 RF-902,Inherent Implants 'Lancer' Gunnery RF-902,1.0
3205,200000.0,,742,2224,1502,,天赋植体 枪骑兵 大型能量炮台 LE-1002,Inherent Implants 'Lancer' Large Energy Turret LE-1002,1.0
3206,200000.0,,742,2224,1500,,天赋植体 枪骑兵 中型能量炮台 ME-802,Inherent Implants 'Lancer' Medium Energy Turret ME-802,1.0
3207,200000.0,,742,2224,1498,,天赋植体 枪骑兵 小型能量炮台 SE-604,Inherent Implants 'Lancer' Small Energy Turret SE-604,1.0
3208,200000.0,,742,2224,1499,,天赋植体 枪骑兵 受控点射 CB-704,Inherent Implants 'Lancer' Controlled Bursts CB-704,1.0
3209,200000.0,,742,2224,1501,,天赋植体 枪骑兵 射击学 RF-904,Inherent Implants 'Lancer' Gunnery RF-904,1.0
3210,200000.0,,742,2224,1502,,天赋植体 枪骑兵 大型能量炮台 LE-1004,Inherent Implants 'Lancer' Large Energy Turret LE-1004,1.0
3211,200000.0,,742,2224,1500,,天赋植体 枪骑兵 中型能量炮台 ME-804,Inherent Implants 'Lancer' Medium Energy Turret ME-804,1.0
3212,,,742,2224,1498,,天赋植体 枪骑兵 小型能量炮台 SE-606,Inherent Implants 'Lancer' Small Energy Turret SE-606,1.0
3213,,,742,2224,1499,,天赋植体 枪骑兵 受控点射 CB-706,Inherent Implants 'Lancer' Controlled Bursts CB-706,1.0
3214,,,742,2224,1501,,天赋植体 枪骑兵 射击学 RF-906,Inherent Implants 'Lancer' Gunnery RF-906,1.0
3215,,,742,2224,1502,,天赋植体 枪骑兵 大型能量炮台 LE-1006,Inherent Implants 'Lancer' Large Energy Turret LE-1006,1.0
3216,,,742,2224,1500,,天赋植体 枪骑兵 中型能量炮台 ME-806,Inherent Implants 'Lancer' Medium Energy Turret ME-806,1.0
3217,200000.0,,742,2224,1501,,载诺 狙击手 精确射击 ST-902,Zainou 'Deadeye' Sharpshooter ST-902,1.0
3218,,1009,101,,158,4,收割者采矿无人机,Harvester Mining Drone,10
3220,200000.0,,742,2224,1499,,载诺 狙击手 弹道分析 TA-704,Zainou 'Deadeye' Trajectory Analysis TA-704,1.0
3221,,,742,2224,1499,,载诺 狙击手 弹道分析 TA-706,Zainou 'Deadeye' Trajectory Analysis TA-706,1.0
3222,200000.0,,742,2224,1502,,载诺 狙击手 大型混合炮台 LH-1002,Zainou 'Deadeye' Large Hybrid Turret LH-1002,1.0
3223,200000.0,,742,2224,1502,,载诺 狙击手 大型混合炮台 LH-1004,Zainou 'Deadeye' Large Hybrid Turret LH-1004,1.0
3224,,,742,2224,1502,,载诺 狙击手 大型混合炮台 LH-1006,Zainou 'Deadeye' Large Hybrid Turret LH-1006,1.0
3225,200000.0,,742,2224,1498,,载诺 狙击手 小型混合炮台 SH-602,Zainou 'Deadeye' Small Hybrid Turret SH-602,1.0
3226,200000.0,,742,2224,1498,,载诺 狙击手 小型混合炮台 SH-604,Zainou 'Deadeye' Small Hybrid Turret SH-604,1.0
3227,,,742,2224,1498,,载诺 狙击手 小型混合炮台 SH-606,Zainou 'Deadeye' Small Hybrid Turret SH-606,1.0
3228,200000.0,,742,2224,1502,,载诺 侏儒 武器升级 WU-1002,Zainou 'Gnome' Weapon Upgrades WU-1002,1.0
3229,200000.0,,742,2224,1502,,载诺 侏儒 武器升级 WU-1004,Zainou 'Gnome' Weapon Upgrades WU-1004,1.0
3230,,,742,2224,1502,,载诺 侏儒 武器升级 WU-1006,Zainou 'Gnome' Weapon Upgrades WU-1006,1.0
3231,200000.0,,742,2224,1500,,载诺 狙击手 中型混合炮台 MH-802,Zainou 'Deadeye' Medium Hybrid Turret MH-802,1.0
3232,200000.0,,742,2224,1500,,载诺 狙击手 中型混合炮台 MH-804,Zainou 'Deadeye' Medium Hybrid Turret MH-804,1.0
3233,,,742,2224,1500,,载诺 狙击手 中型混合炮台 MH-806,Zainou 'Deadeye' Medium Hybrid Turret MH-806,1.0
3234,200000.0,,742,2224,1501,,载诺 狙击手 精确射击 ST-904,Zainou 'Deadeye' Sharpshooter ST-904,1.0
3235,,,742,2224,1501,,载诺 狙击手 精确射击 ST-906,Zainou 'Deadeye' Sharpshooter ST-906,1.0
3236,200000.0,,742,2224,1499,,载诺 狙击手 弹道分析 TA-702,Zainou 'Deadeye' Trajectory Analysis TA-702,1.0
3237,200000.0,,741,2224,1509,,天赋植体 随从 电容管理 EM-802,Inherent Implants 'Squire' Capacitor Management EM-802,1.0
3238,200000.0,,741,2224,1509,,天赋植体 随从 电容管理 EM-804,Inherent Implants 'Squire' Capacitor Management EM-804,1.0
3239,200000.0,,741,2224,1509,,天赋植体 随从 电容管理 EM-806,Inherent Implants 'Squire' Capacitor Management EM-806,1.0
3240,200000.0,,741,2224,1507,,天赋植体 随从 电容系统操作 EO-602,Inherent Implants 'Squire' Capacitor Systems Operation EO-602,1.0
3241,200000.0,,741,2224,1507,,天赋植体 随从 电容系统操作 EO-604,Inherent Implants 'Squire' Capacitor Systems Operation EO-604,1.0
3242,,,52,111,1935,,跃迁扰断器 I,Warp Disruptor I,5.0
3243,394240.0,,132,111,1938,,跃迁扰断器蓝图 I,Warp Disruptor I Blueprint,0.01
3244,,,52,111,1935,2,跃迁扰断器 II,Warp Disruptor II,5.0
3245,9999999.0,,132,111,,2,跃迁扰断器蓝图 II,Warp Disruptor II Blueprint,0.01
3246,200000.0,,741,2224,1507,,天赋植体 随从 电容系统操作 EO-606,Inherent Implants 'Squire' Capacitor Systems Operation EO-606,1.0
3247,200000.0,,741,2224,1508,,天赋植体 随从 电容散发系统 ES-702,Inherent Implants 'Squire' Capacitor Emission Systems ES-702,1.0
3248,200000.0,,741,2224,1508,,天赋植体 随从 电容散发系统 ES-704,Inherent Implants 'Squire' Capacitor Emission Systems ES-704,1.0
3249,200000.0,,741,2224,1508,,天赋植体 随从 电容散发系统 ES-706,Inherent Implants 'Squire' Capacitor Emission Systems ES-706,1.0
3250,200000.0,,741,2224,1508,,天赋植体 随从 能量脉冲武器 EP-702,Inherent Implants 'Squire' Energy Pulse Weapons EP-702,1.0
3251,200000.0,,741,2224,1508,,天赋植体 随从 能量脉冲武器 EP-704,Inherent Implants 'Squire' Energy Pulse Weapons EP-704,1.0
3252,200000.0,,741,2224,1508,,天赋植体 随从 能量脉冲武器 EP-706,Inherent Implants 'Squire' Energy Pulse Weapons EP-706,1.0
3253,200000.0,,741,2224,1508,,天赋植体 随从 能量栅格提升 EU-702,Inherent Implants 'Squire' Energy Grid Upgrades EU-702,1.0
3254,200000.0,,741,2224,1508,,天赋植体 随从 能量栅格提升 EU-704,Inherent Implants 'Squire' Energy Grid Upgrades EU-704,1.0
3255,200000.0,,741,2224,1508,,天赋植体 随从 能量栅格提升 EU-706,Inherent Implants 'Squire' Energy Grid Upgrades EU-706,1.0
3256,200000.0,,741,2224,1507,,天赋植体 随从 能量栅格管理 EG-602,Inherent Implants 'Squire' Power Grid Management EG-602,1.0
3257,200000.0,,741,2224,1507,,天赋植体 随从 能量栅格管理 EG-604,Inherent Implants 'Squire' Power Grid Management EG-604,1.0
3258,200000.0,,741,2224,1507,,天赋植体 随从 能量栅格管理 EG-606,Inherent Implants 'Squire' Power Grid Management EG-606,1.0
3259,,1237,1053,,,,欧卡舒·波丁,Orkashu Pontine,20000.0
3260,,10674,186,,,,萨沙超级航母残骸,Sanshas Supercarrier Wreck,27500.0
3261,,2363,306,,,,后勤控制阵列,Logistics Control Array,27500.0
3262,200000.0,,741,2224,1507,,载诺 吉普赛 电子升级 EU-602,Zainou 'Gypsy' Electronics Upgrades EU-602,1.0
3263,200000.0,,741,2224,1507,,载诺 吉普赛 电子升级 EU-604,Zainou 'Gypsy' Electronics Upgrades EU-604,1.0
3264,200000.0,,741,2224,1507,,载诺 吉普赛 电子升级 EU-606,Zainou 'Gypsy' Electronics Upgrades EU-606,1.0
3265,200000.0,,741,2224,1507,,载诺 吉普赛 CPU管理 EE-602,Zainou 'Gypsy' CPU Management EE-602,1.0
3266,200000.0,,741,2224,1507,,载诺 吉普赛 CPU管理 EE-604,Zainou 'Gypsy' CPU Management EE-604,1.0
3267,200000.0,,741,2224,1507,,载诺 吉普赛 CPU管理 EE-606,Zainou 'Gypsy' CPU Management EE-606,1.0
3268,200000.0,,1228,2224,1765,,载诺 吉普赛 信号分析 SA-702,Zainou 'Gypsy' Signature Analysis SA-702,1.0
3269,200000.0,,1228,2224,1765,,载诺 吉普赛 信号分析 SA-704,Zainou 'Gypsy' Signature Analysis SA-704,1.0
3270,200000.0,,1228,2224,1765,,载诺 吉普赛 信号分析 SA-706,Zainou 'Gypsy' Signature Analysis SA-706,1.0
3271,200000.0,,740,2224,1513,,载诺 吉普赛 电子战 EW-902,Zainou 'Gypsy' Electronic Warfare EW-902,1.0
3272,200000.0,,740,2224,1513,,载诺 吉普赛 电子战 EW-904,Zainou 'Gypsy' Electronic Warfare EW-904,1.0
3273,200000.0,,740,2224,1513,,载诺 吉普赛 电子战 EW-906,Zainou 'Gypsy' Electronic Warfare EW-906,1.0
3274,200000.0,,1228,2224,1766,,载诺 吉普赛 远距锁定 LT-802,Zainou 'Gypsy' Long Range Targeting LT-802,1.0
3275,200000.0,,1228,2224,1766,,载诺 吉普赛 远距锁定 LT-804,Zainou 'Gypsy' Long Range Targeting LT-804,1.0
3276,200000.0,,1228,2224,1766,,载诺 吉普赛 远距锁定 LT-806,Zainou 'Gypsy' Long Range Targeting LT-806,1.0
3277,200000.0,,740,2224,1512,,载诺 吉普赛 推进干扰 PJ-802,Zainou 'Gypsy' Propulsion Jamming PJ-802,1.0
3278,200000.0,,740,2224,1512,,载诺 吉普赛 推进干扰 PJ-804,Zainou 'Gypsy' Propulsion Jamming PJ-804,1.0
3279,200000.0,,740,2224,1512,,载诺 吉普赛 推进干扰 PJ-806,Zainou 'Gypsy' Propulsion Jamming PJ-806,1.0
3280,200000.0,,740,2224,1513,,载诺 吉普赛 感应器链 SL-902,Zainou 'Gypsy' Sensor Linking SL-902,1.0
3281,200000.0,,740,2224,1513,,载诺 吉普赛 感应器链 SL-904,Zainou 'Gypsy' Sensor Linking SL-904,1.0
3282,200000.0,,740,2224,1513,,载诺 吉普赛 感应器链 SL-906,Zainou 'Gypsy' Sensor Linking SL-906,1.0
3283,200000.0,,740,2224,1513,,载诺 吉普赛 武器干扰 WD-902,Zainou 'Gypsy' Weapon Disruption WD-902,1.0
3284,200000.0,,740,2224,1513,,载诺 吉普赛 武器干扰 WD-904,Zainou 'Gypsy' Weapon Disruption WD-904,1.0
3285,,11199,53,355,568,2,四联轻型集束激光器 II,Quad Light Beam Laser II,10.0
3286,1.0E10,,133,355,,2,四联轻型集束激光器蓝图 II,Quad Light Beam Laser II Blueprint,0.01
3287,200000.0,,740,2224,1513,,载诺 吉普赛 武器干扰 WD-906,Zainou 'Gypsy' Weapon Disruption WD-906,1.0
3288,200000.0,,740,2224,1513,,载诺 吉普赛 目标标记 TG-902,Zainou 'Gypsy' Target Painting TG-902,1.0
3289,200000.0,,740,2224,1513,,载诺 吉普赛 目标标记 TG-904,Zainou 'Gypsy' Target Painting TG-904,1.0
3290,200000.0,,740,2224,1513,,载诺 吉普赛 目标标记 TG-906,Zainou 'Gypsy' Target Painting TG-906,1.0
3291,200000.0,,738,2224,1514,,天赋植体 诺贝尔 维修系统 RS-602,Inherent Implants 'Noble' Repair Systems RS-602,1.0
3292,200000.0,,738,2224,1514,,天赋植体 诺贝尔 维修系统 RS-604,Inherent Implants 'Noble' Repair Systems RS-604,1.0
3293,12000.0,1175,12,1175,1657,,中型标准货柜,Medium Standard Container,325.0
3296,27000.0,1174,12,1174,1657,,大型标准货柜,Large Standard Container,650.0
3297,4400.0,1176,12,16,1657,,小型标准货柜,Small Standard Container,100.0
3299,,,738,2224,1514,,天赋植体 诺贝尔 维修系统 RS-606,Inherent Implants 'Noble' Repair Systems RS-606,1.0
3300,30000.0,,255,33,364,,射击学,Gunnery,0.01
3301,30000.0,,255,33,364,,小型混合炮台研究,Small Hybrid Turret,0.01
3302,30000.0,,255,33,364,,小型射弹炮台研究,Small Projectile Turret,0.01
3303,30000.0,,255,33,364,,小型能量炮台研究,Small Energy Turret,0.01
3304,125000.0,,255,33,364,,中型混合炮台研究,Medium Hybrid Turret,0.01
3305,125000.0,,255,33,364,,中型射弹炮台研究,Medium Projectile Turret,0.01
3306,125000.0,,255,33,364,,中型能量炮台研究,Medium Energy Turret,0.01
3307,3000000.0,,255,33,364,,大型混合炮台研究,Large Hybrid Turret,0.01
3308,3000000.0,,255,33,364,,大型射弹炮台研究,Large Projectile Turret,0.01
3309,3000000.0,,255,33,364,,大型能量炮台研究,Large Energy Turret,0.01
3310,60000.0,,255,33,364,,高速射击理论,Rapid Firing,0.01
3311,100000.0,,255,33,364,,精确射击理论,Sharpshooter,0.01
3312,90000.0,,255,33,364,,航迹预算学,Motion Prediction,0.01
3315,1500000.0,,255,33,364,,外科手术打击理论,Surgical Strike,0.01
3316,100000.0,,255,33,364,,受控点射理论,Controlled Bursts,0.01
3317,250000.0,,255,33,364,,弹道分析学,Trajectory Analysis,0.01
3318,80000.0,,1216,33,368,,武器升级研究,Weapon Upgrades,0.01
3319,30000.0,,256,33,373,,导弹发射器操作,Missile Launcher Operation,0.01
3320,30000.0,,256,33,373,,火箭概论,Rockets,0.01
3321,30000.0,,256,33,373,,轻型导弹概论,Light Missiles,0.01
3322,37500.0,,256,33,373,,自动锁定导弹,Auto-Targeting Missiles,0.01
3323,45000.0,,256,33,373,,反弹道导弹理论,Defender Missiles,0.01
3324,125000.0,,256,33,373,,重型导弹概论,Heavy Missiles,0.01
3325,500000.0,,256,33,373,,鱼雷概论,Torpedoes,0.01
3326,750000.0,,256,33,373,,巡航导弹概论,Cruise Missiles,0.01
3327,30000.0,,257,33,377,,飞船操控学,Spaceship Command,0.01
3328,50000.0,,257,33,377,,盖伦特护卫舰操作,Gallente Frigate,0.01
3329,50000.0,,257,33,377,,米玛塔尔护卫舰操作,Minmatar Frigate,0.01
3330,50000.0,,257,33,377,,加达里护卫舰操作,Caldari Frigate,0.01
3331,50000.0,,257,33,377,,艾玛护卫舰操作,Amarr Frigate,0.01
3332,1000000.0,,257,33,377,,盖伦特巡洋舰操作,Gallente Cruiser,0.01
3333,1000000.0,,257,33,377,,米玛塔尔巡洋舰操作,Minmatar Cruiser,0.01
3334,1000000.0,,257,33,377,,加达里巡洋舰操作,Caldari Cruiser,0.01
3335,1000000.0,,257,33,377,,艾玛巡洋舰操作,Amarr Cruiser,0.01
3336,7500000.0,,257,33,377,,盖伦特战列舰操作,Gallente Battleship,0.01
3337,7500000.0,,257,33,377,,米玛塔尔战列舰操作,Minmatar Battleship,0.01
3338,7500000.0,,257,33,377,,加达里战列舰操作,Caldari Battleship,0.01
3339,7500000.0,,257,33,377,,艾玛战列舰操作,Amarr Battleship,0.01
3340,500000.0,,257,33,377,,盖伦特工业舰操作,Gallente Industrial,0.01
3341,500000.0,,257,33,377,,米玛塔尔工业舰操作,Minmatar Industrial,0.01
3342,500000.0,,257,33,377,,加达里工业舰操作,Caldari Industrial,0.01
3343,500000.0,,257,33,377,,艾玛工业舰操作,Amarr Industrial,0.01
3344,6.0E9,,257,33,377,,盖伦特泰坦操作,Gallente Titan,0.01
3345,6.0E9,,257,33,377,,米玛塔尔泰坦操作,Minmatar Titan,0.01
3346,6.0E9,,257,33,377,,加达里泰坦操作,Caldari Titan,0.01
3347,6.0E9,,257,33,377,,艾玛泰坦操作,Amarr Titan,0.01
3348,30000.0,,258,33,370,,领导理论,Leadership,0.01
3349,100000.0,,258,33,370,,游击战指挥,Skirmish Command,0.01
3350,125000.0,,258,33,370,,护盾指挥,Shield Command,0.01
3351,500000.0,,258,33,370,,护盾指挥专业研究,Shield Command Specialist,0.01
3352,500000.0,,258,33,370,,信息战指挥专业研究,Information Command Specialist,0.01
3354,2500000,,258,33,370,,指挥脉冲波专业研究,Command Burst Specialist,0.01
3355,30000.0,,278,33,376,,社会学,Social,0.01
3356,60000.0,,278,33,376,,谈判技巧,Negotiation,0.01
3357,200000.0,,278,33,376,,外交学,Diplomacy,0.01
3358,100000.0,,278,33,376,,高级沟通技巧,Fast Talk,0.01
3359,200000.0,,278,33,376,,关系学,Connections,0.01
3361,200000.0,,278,33,376,,犯罪关系研究,Criminal Connections,0.01
3362,420000.0,,278,33,,,DED关系研究,DED Connections,0.01
3363,30000.0,,266,33,365,,军团管理培训,Corporation Management,0.01
3364,200000.0,,266,33,,,空间站管理学,Station Management,0.01
3365,200000.0,,266,33,,,母星管理,Starbase Management,0.01
3366,75000.0,,266,33,,,生产管理学,Factory Management,0.01
3367,75000.0,,266,33,,,精炼厂管理,Refinery Management,0.01
3368,50000.0,,266,33,365,,外交关系学,Diplomatic Relations,0.01
3369,100000.0,,266,33,,,首席财务官培训,CFO Training,0.01
3370,100000.0,,266,33,,,首席科研官培训,Chief Science Officer,0.01
3371,50000.0,,266,33,,,公共关系学,Public Relations,0.01
3372,2000000.0,,266,33,,,情报分析学,Intelligence Analyst,0.01
3373,1000000,,1545,33,2152,,母星防御控制管理,Starbase Defense Management,0.01
3374,35000.0,,267,33,,,'能力学','Learning',0.01
3375,50000.0,,267,33,,,'意志力训练','Iron Will',0.01
3376,50000.0,,267,33,,,'社交能力学','Empathy',0.01
3377,50000.0,,267,33,,,'分析性思维训练','Analytical Mind',0.01
3378,50000.0,,267,33,,,'即时记忆能力训练','Instant Recall',0.01
3379,50000.0,,267,33,,,'空间感知学','Spatial Awareness',0.01
3380,30000.0,,268,33,369,,工业理论,Industry,0.01
3381,100000.0,,268,33,,,艾玛科技,Amarr Tech,0.01
3382,100000.0,,268,33,,,加达里科技,Caldari Tech,0.01
3383,100000.0,,268,33,,,盖伦特科技,Gallente Tech,0.01
3384,100000.0,,268,33,,,米玛塔尔科技,Minmatar Tech,0.01
3385,75000.0,,1218,33,1323,,提炼学概论,Reprocessing,0.01
3386,30000.0,,1218,33,1323,,采矿技术,Mining,0.01
3387,200000.0,,268,33,369,,批量生产学,Mass Production,0.01
3388,300000.0,,268,33,369,,高级工业理论,Advanced Industry,0.01
3389,300000.0,,1218,33,1323,,提炼效率理论,Reprocessing Efficiency,0.01
3390,700000.0,,1218,33,,,移动精炼厂操控理论,Mobile Refinery Operation,0.01
3391,1000000.0,,268,33,,,移动工厂操控理论,Mobile Factory Operation,0.01
3392,30000.0,,1210,33,1745,,机械学,Mechanics,0.01
3393,45000.0,,1210,33,1745,,维修系统理论,Repair Systems,0.01
3394,85000.0,,1210,33,1745,,船体加固理论,Hull Upgrades,0.01
3395,100000.0,,268,33,369,,高级小型舰船建造研究,Advanced Small Ship Construction,0.01
3396,2000000.0,,268,33,369,,高级工业舰船建造研究,Advanced Industrial Ship Construction,0.01
3397,1000000.0,,268,33,369,,高级中型舰船建造研究,Advanced Medium Ship Construction,0.01
3398,3.0E7,,268,33,369,,高级大型舰船建造研究,Advanced Large Ship Construction,0.01
3400,1.0E8,,268,33,369,,哨站建造研究,Outpost Construction,0.01
3402,30000.0,,270,33,375,,科学原理,Science,0.01
3403,500000.0,,270,33,375,,研究概论,Research,0.01
3404,50000.0,,267,33,,,基因工程学,Genetic Engineering,0.01
3405,37500.0,,1220,33,1746,,生物学,Biology,0.01
3406,500000.0,,270,33,375,,实验室运作理论,Laboratory Operation,0.01
3408,1.5E7,,270,33,375,,冬眠者加密技术原理,Sleeper Encryption Methods,0.01
3409,500000.0,,270,33,375,,冶金学,Metallurgy,0.01
3410,500000.0,,1218,33,1323,,太空地质学,Astrogeology,0.01
3411,100000.0,,1220,33,1746,,控制论,Cybernetics,0.01
3412,500000.0,,1217,33,1110,,太空测量学,Astrometrics,0.01
3413,30000.0,,1216,33,368,,能量栅格管理学,Power Grid Management,0.01
3414,,,738,2224,1515,,天赋植体 诺贝尔 远距装甲维修系统 RA-702,Inherent Implants 'Noble' Remote Armor Repair Systems RA-702,1.0
3415,,,738,2224,1515,,天赋植体 诺贝尔 远距装甲维修系统 RA-704,Inherent Implants 'Noble' Remote Armor Repair Systems RA-704,1.0
3416,55000.0,,1209,33,1747,,护盾操作,Shield Operation,0.01
3417,60000.0,,1216,33,368,,电容系统操作,Capacitor Systems Operation,0.01
3418,200000.0,,1216,33,368,,电容管理学,Capacitor Management,0.01
3419,170000.0,,1209,33,1747,,护盾管理,Shield Management,0.01
3420,210000.0,,1209,33,1747,,战术护盾操控,Tactical Shield Manipulation,0.01
3421,130000.0,,1216,33,368,,能量脉冲武器,Energy Pulse Weapons,0.01
3422,100000.0,,1209,33,1747,,护盾频散系统,Shield Emission Systems,0.01
3423,75000.0,,1216,33,368,,电容散发系统研究,Capacitor Emission Systems,0.01
3424,79000.0,,1216,33,368,,能量栅格提升,Energy Grid Upgrades,0.01
3425,100000.0,,1209,33,1747,,护盾提升,Shield Upgrades,0.01
3426,30000.0,,1216,33,368,,CPU管理学,CPU Management,0.01
3427,125000.0,,272,33,367,,电子战理论,Electronic Warfare,0.01
3428,100000.0,,1213,33,1748,,远距锁定研究,Long Range Targeting,0.01
3429,150000.0,,1213,33,1748,,目标锁定训练,Target Management,0.01
3430,500000.0,,1213,33,1748,,高级目标锁定训练,Advanced Target Management,0.01
3431,100000.0,,1213,33,1748,,信号分析学,Signature Analysis,0.01
3432,100000.0,,1216,33,368,,电子升级研究,Electronics Upgrades,0.01
3433,125000.0,,272,33,367,,感应器链研究,Sensor Linking,0.01
3434,100000.0,,272,33,367,,武器干扰研究,Weapon Disruption,0.01
3435,175000.0,,272,33,367,,推进阻扰理论,Propulsion Jamming,0.01
3436,30000.0,,273,33,366,,无人机概论,Drones,0.01
3437,60000.0,,273,33,366,,无人机电子理论,Drone Avionics,0.01
3438,50000.0,,273,33,366,,采矿无人机操控理论,Mining Drone Operation,0.01
3439,200000.0,,273,33,366,,维修无人机操控理论,Repair Drone Operation,0.01
3440,500000.0,,273,33,366,,打捞无人机操控理论,Salvage Drone Operation,0.01
3441,500000.0,,273,33,366,,重型无人机操控理论,Heavy Drone Operation,0.01
3442,750000.0,,273,33,366,,无人机控制理论,Drone Interfacing,0.01
3443,30000.0,,274,33,378,,贸易学,Trade,0.01
3444,125000.0,,274,33,378,,零售技巧,Retail,0.01
3445,70000.0,,274,33,,,黑市交易技巧,Black Market Trading,0.01
3446,125000.0,,274,33,378,,经纪人关系学,Broker Relations,0.01
3447,7500000,,274,33,378,,市场观测学,Visibility,0.01
3448,100000.0,,274,33,,,走私运输学,Smuggling,0.01
3449,30000.0,,275,33,374,,导航学,Navigation,0.01
3450,35000.0,,275,33,374,,加力燃烧器原理,Afterburner,0.01
3451,37500.0,,275,33,374,,燃料节约技术,Fuel Conservation,0.01
3452,50000.0,,275,33,374,,加速控制理论,Acceleration Control,0.01
3453,35000.0,,275,33,374,,规避机动理论,Evasive Maneuvering,0.01
3454,500000.0,,275,33,374,,高速机动理论,High Speed Maneuvering,0.01
3455,45000.0,,275,33,374,,跃迁引擎操控基础,Warp Drive Operation,0.01
3456,1.0E7,,275,33,374,,跳跃引擎操作理论,Jump Drive Operation,0.01
3457,,1084,279,,,,试验无人机(LCO),Test LCO Drone,60.0
3465,31000,1171,340,1171,1651,,大型安全货柜,Large Secure Container,650
3466,14500,1172,340,1172,1651,,中型安全货柜,Medium Secure Container,325
3467,5000,1173,340,1173,1651,,小型安全货柜,Small Secure Container,100
3468,,1176,649,1209,,,包装塑料,Plastic Wrap,0.01
3469,,,285,1405,676,3,基础型协处理器,Basic Co-Processor,5.0
3470,,,738,2224,1515,,天赋植体 诺贝尔 远距装甲维修系统 RA-706,Inherent Implants 'Noble' Remote Armor Repair Systems RA-706,1.0
3471,200000.0,,738,2224,1516,,天赋植体 诺贝尔 机械学 MC-802,Inherent Implants 'Noble' Mechanic MC-802,1.0
3472,,,61,89,,2,巨型电容器电池 II,X-Large Capacitor Battery II,20.0
3473,9999999.0,,141,89,,2,巨型电容器电池蓝图 II,X-Large Capacitor Battery II Blueprint,0.01
3474,200000.0,,738,2224,1516,,天赋植体 诺贝尔 机械学 MC-804,Inherent Implants 'Noble' Mechanic MC-804,1.0
3475,,,738,2224,1516,,天赋植体 诺贝尔 机械学 MC-806,Inherent Implants 'Noble' Mechanic MC-806,1.0
